Date,County,Primary Area of Practice,Activities in Medicine,Count of Physicians
7/1/20,Shasta,Cardiology - Primary,Patient Care - None,1
7/1/20,Shasta,Dermatology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Dermatology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Shasta,Dermatology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Shasta,Dermatology - Primary,Patient Care - 40+ Hours,1
7/1/20,Shasta,Emergency Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Emergency Medicine - Primary,Patient Care - 10-19 Hours,3
7/1/20,Shasta,Emergency Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Shasta,Emergency Medicine - Primary,Patient Care - 30-39 Hours,9
7/1/20,Shasta,Emergency Medicine - Primary,Patient Care - 40+ Hours,14
7/1/20,Shasta,Endocrinology - Primary,Patient Care - 40+ Hours,2
7/1/20,Shasta,Family Medicine - Primary,Patient Care - 1-9 Hours,5
7/1/20,Shasta,Family Medicine - Primary,Patient Care - 10-19 Hours,5
7/1/20,Shasta,Family Medicine - Primary,Patient Care - 20-29 Hours,14
7/1/20,Shasta,Family Medicine - Primary,Patient Care - 30-39 Hours,19
7/1/20,Shasta,Family Medicine - Primary,Patient Care - 40+ Hours,37
7/1/20,Shasta,Family Medicine - Primary,Patient Care - None,2
7/1/20,Shasta,Gastroenterology - Primary,Patient Care - 40+ Hours,7
7/1/20,Shasta,General Practice - Primary,Patient Care - 10-19 Hours,1
7/1/20,Shasta,General Practice - Primary,Patient Care - 20-29 Hours,2
7/1/20,Shasta,General Practice - Primary,Patient Care - 30-39 Hours,3
7/1/20,Shasta,General Practice - Primary,Patient Care - 40+ Hours,2
7/1/20,Shasta,General Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,General Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Shasta,General Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Shasta,General Surgery - Primary,Patient Care - None,1
7/1/20,Shasta,Infectious Disease - Primary,Patient Care - 10-19 Hours,1
7/1/20,Shasta,Infectious Disease - Primary,Patient Care - 40+ Hours,1
7/1/20,Shasta,Internal Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Internal Medicine - Primary,Patient Care - 10-19 Hours,4
7/1/20,Shasta,Internal Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Shasta,Internal Medicine - Primary,Patient Care - 30-39 Hours,7
7/1/20,Shasta,Internal Medicine - Primary,Patient Care - 40+ Hours,23
7/1/20,Shasta,Nephrology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Nephrology - Primary,Patient Care - 40+ Hours,2
7/1/20,Shasta,Neurology - Primary,Patient Care - 40+ Hours,4
7/1/20,Shasta,Neurology - Primary,Patient Care - None,1
7/1/20,Shasta,No Response,No Response,20
7/1/20,Shasta,No Response,Patient Care - 1-9 Hours,2
7/1/20,Shasta,No Response,Patient Care - 10-19 Hours,5
7/1/20,Shasta,No Response,Patient Care - 20-29 Hours,5
7/1/20,Shasta,No Response,Patient Care - 30-39 Hours,10
7/1/20,Shasta,No Response,Patient Care - 40+ Hours,35
7/1/20,Shasta,No Response,Patient Care - None,6
7/1/20,Shasta,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Shasta,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,7
7/1/20,Shasta,Obstetrics and Gynecology - Primary,Patient Care - None,1
7/1/20,Shasta,Oncology - Primary,Patient Care - 40+ Hours,4
7/1/20,Shasta,Ophthalmology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Ophthalmology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Shasta,Ophthalmology - Primary,Patient Care - 30-39 Hours,4
7/1/20,Shasta,Ophthalmology - Primary,Patient Care - 40+ Hours,5
7/1/20,Shasta,Ophthalmology - Primary,Patient Care - None,1
7/1/20,Shasta,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Shasta,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Shasta,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,14
7/1/20,Shasta,Orthopedic Surgery - Primary,Patient Care - None,1
7/1/20,Shasta,Otolaryngology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Shasta,Otolaryngology - Primary,Patient Care - 40+ Hours,3
7/1/20,Shasta,Pathology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Pathology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Shasta,Pathology - Primary,Patient Care - 40+ Hours,4
7/1/20,Shasta,Pathology - Primary,Patient Care - None,5
7/1/20,Shasta,Pediatrics - Primary,Patient Care - 1-9 Hours,2
7/1/20,Shasta,Pediatrics - Primary,Patient Care - 30-39 Hours,5
7/1/20,Shasta,Pediatrics - Primary,Patient Care - 40+ Hours,8
7/1/20,Shasta,Pediatrics - Primary,Patient Care - None,3
7/1/20,Shasta,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,2
7/1/20,Shasta,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,1
7/1/20,Shasta,Plastic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Shasta,Plastic Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Shasta,Plastic Surgery - Primary,Patient Care - None,1
7/1/20,Shasta,Psychiatry - Primary,Patient Care - 1-9 Hours,1
7/1/20,Shasta,Psychiatry - Primary,Patient Care - 10-19 Hours,4
7/1/20,Shasta,Psychiatry - Primary,Patient Care - 40+ Hours,3
7/1/20,Shasta,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,Shasta,Pulmonary - Primary,Patient Care - None,1
7/1/20,Shasta,Radiology - Primary,Patient Care - 40+ Hours,18
7/1/20,Shasta,Radiology - Primary,Patient Care - None,3
7/1/20,Shasta,Urology - Primary,Patient Care - 40+ Hours,3
7/1/20,Shasta,Urology - Primary,Patient Care - None,2
7/1/20,Sierra,Internal Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Siskiyou,All Other Specialties,Patient Care - 40+ Hours,1
7/1/20,Siskiyou,All Other Specialties,Patient Care - None,3
7/1/20,Siskiyou,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Siskiyou,Cardiology - Primary,Patient Care - 40+ Hours,1
7/1/20,Siskiyou,Emergency Medicine - Primary,No Response,1
7/1/20,Siskiyou,Emergency Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Siskiyou,Emergency Medicine - Primary,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,Emergency Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,Siskiyou,Family Medicine - Primary,Patient Care - 1-9 Hours,2
7/1/20,Siskiyou,Family Medicine - Primary,Patient Care - 10-19 Hours,2
7/1/20,Siskiyou,Family Medicine - Primary,Patient Care - 30-39 Hours,6
7/1/20,Siskiyou,Family Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,Siskiyou,Family Medicine - Primary,Patient Care - None,1
7/1/20,Siskiyou,General Practice - Primary,Patient Care - 1-9 Hours,2
7/1/20,Siskiyou,General Practice - Primary,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,General Practice - Primary,Patient Care - 40+ Hours,1
7/1/20,Siskiyou,General Surgery - Primary,Patient Care - 40+ Hours,4
7/1/20,Siskiyou,Internal Medicine - Primary,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,Internal Medicine - Primary,Patient Care - 40+ Hours,4
7/1/20,Siskiyou,Internal Medicine - Primary,Patient Care - None,1
7/1/20,Siskiyou,No Response,No Response,2
7/1/20,Siskiyou,No Response,Patient Care - 1-9 Hours,2
7/1/20,Siskiyou,No Response,Patient Care - 10-19 Hours,1
7/1/20,Siskiyou,No Response,Patient Care - 20-29 Hours,1
7/1/20,Siskiyou,No Response,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,No Response,Patient Care - 40+ Hours,2
7/1/20,Siskiyou,No Response,Patient Care - None,1
7/1/20,Siskiyou,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Siskiyou,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,2
7/1/20,Siskiyou,Ophthalmology - Primary,Patient Care - 40+ Hours,3
7/1/20,Siskiyou,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Siskiyou,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,2
7/1/20,Siskiyou,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,2
7/1/20,Siskiyou,Otolaryngology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,Pathology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Siskiyou,Pathology - Primary,Patient Care - None,1
7/1/20,Siskiyou,Pediatrics - Primary,Patient Care - 40+ Hours,2
7/1/20,Siskiyou,Psychiatry - Primary,Patient Care - 40+ Hours,1
7/1/20,Siskiyou,Radiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Siskiyou,Radiology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Solano,All Other Specialties,Patient Care - 1-9 Hours,5
7/1/20,Solano,All Other Specialties,Patient Care - 10-19 Hours,7
7/1/20,Solano,All Other Specialties,Patient Care - 20-29 Hours,15
7/1/20,Solano,All Other Specialties,Patient Care - 30-39 Hours,33
7/1/20,Solano,All Other Specialties,Patient Care - 40+ Hours,34
7/1/20,Solano,All Other Specialties,Patient Care - None,9
7/1/20,Solano,Anesthesiology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Solano,Anesthesiology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Solano,Anesthesiology - Primary,Patient Care - 30-39 Hours,9
7/1/20,Solano,Anesthesiology - Primary,Patient Care - 40+ Hours,31
7/1/20,Solano,Anesthesiology - Primary,Patient Care - None,1
7/1/20,Solano,Cardiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Cardiology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Solano,Cardiology - Primary,Patient Care - 40+ Hours,14
7/1/20,Solano,Dermatology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,Dermatology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Solano,Dermatology - Primary,Patient Care - 30-39 Hours,6
7/1/20,Solano,Dermatology - Primary,Patient Care - 40+ Hours,5
7/1/20,Solano,Emergency Medicine - Primary,No Response,1
7/1/20,Solano,Emergency Medicine - Primary,Patient Care - 10-19 Hours,3
7/1/20,Solano,Emergency Medicine - Primary,Patient Care - 20-29 Hours,12
7/1/20,Solano,Emergency Medicine - Primary,Patient Care - 30-39 Hours,18
7/1/20,Solano,Emergency Medicine - Primary,Patient Care - 40+ Hours,21
7/1/20,Solano,Emergency Medicine - Primary,Patient Care - None,3
7/1/20,Solano,Endocrinology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Solano,Endocrinology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Solano,Endocrinology - Primary,Patient Care - 40+ Hours,1
7/1/20,Solano,Family Medicine - Primary,Patient Care - 1-9 Hours,9
7/1/20,Solano,Family Medicine - Primary,Patient Care - 10-19 Hours,15
7/1/20,Solano,Family Medicine - Primary,Patient Care - 20-29 Hours,31
7/1/20,Solano,Family Medicine - Primary,Patient Care - 30-39 Hours,53
7/1/20,Solano,Family Medicine - Primary,Patient Care - 40+ Hours,51
7/1/20,Solano,Family Medicine - Primary,Patient Care - None,5
7/1/20,Solano,Gastroenterology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Solano,Gastroenterology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Solano,Gastroenterology - Primary,Patient Care - 40+ Hours,12
7/1/20,Solano,General Practice - Primary,No Response,1
7/1/20,Solano,General Practice - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,General Practice - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,General Practice - Primary,Patient Care - 20-29 Hours,4
7/1/20,Solano,General Practice - Primary,Patient Care - 30-39 Hours,2
7/1/20,Solano,General Practice - Primary,Patient Care - 40+ Hours,3
7/1/20,Solano,General Practice - Primary,Patient Care - None,2
7/1/20,Solano,General Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,General Surgery - Primary,Patient Care - 30-39 Hours,2
7/1/20,Solano,General Surgery - Primary,Patient Care - 40+ Hours,19
7/1/20,Solano,General Surgery - Primary,Patient Care - None,2
7/1/20,Solano,Infectious Disease - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,Infectious Disease - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Infectious Disease - Primary,Patient Care - 20-29 Hours,2
7/1/20,Solano,Infectious Disease - Primary,Patient Care - 30-39 Hours,1
7/1/20,Solano,Infectious Disease - Primary,Patient Care - 40+ Hours,2
7/1/20,Solano,Internal Medicine - Primary,Patient Care - 1-9 Hours,4
7/1/20,Solano,Internal Medicine - Primary,Patient Care - 10-19 Hours,3
7/1/20,Solano,Internal Medicine - Primary,Patient Care - 20-29 Hours,21
7/1/20,Solano,Internal Medicine - Primary,Patient Care - 30-39 Hours,39
7/1/20,Solano,Internal Medicine - Primary,Patient Care - 40+ Hours,85
7/1/20,Solano,Internal Medicine - Primary,Patient Care - None,12
7/1/20,Solano,Nephrology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,Nephrology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Solano,Nephrology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Solano,Nephrology - Primary,Patient Care - 40+ Hours,7
7/1/20,Solano,Neurology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Solano,Neurology - Primary,Patient Care - 40+ Hours,4
7/1/20,Solano,No Response,No Response,62
7/1/20,Solano,No Response,Patient Care - 1-9 Hours,6
7/1/20,Solano,No Response,Patient Care - 10-19 Hours,10
7/1/20,Solano,No Response,Patient Care - 20-29 Hours,19
7/1/20,Solano,No Response,Patient Care - 30-39 Hours,52
7/1/20,Solano,No Response,Patient Care - 40+ Hours,81
7/1/20,Solano,No Response,Patient Care - None,12
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,18
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,18
7/1/20,Solano,Obstetrics and Gynecology - Primary,Patient Care - None,5
7/1/20,Solano,Oncology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Oncology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Oncology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Solano,Oncology - Primary,Patient Care - 40+ Hours,9
7/1/20,Solano,Oncology - Primary,Patient Care - None,1
7/1/20,Solano,Ophthalmology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Ophthalmology - Primary,Patient Care - 20-29 Hours,4
7/1/20,Solano,Ophthalmology - Primary,Patient Care - 30-39 Hours,7
7/1/20,Solano,Ophthalmology - Primary,Patient Care - 40+ Hours,11
7/1/20,Solano,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,7
7/1/20,Solano,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,21
7/1/20,Solano,Orthopedic Surgery - Primary,Patient Care - None,1
7/1/20,Solano,Otolaryngology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Otolaryngology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Solano,Otolaryngology - Primary,Patient Care - 40+ Hours,8
7/1/20,Solano,Pathology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Solano,Pathology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Pathology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Solano,Pathology - Primary,Patient Care - 40+ Hours,7
7/1/20,Solano,Pathology - Primary,Patient Care - None,1
7/1/20,Solano,Pediatrics - Primary,No Response,1
7/1/20,Solano,Pediatrics - Primary,Patient Care - 1-9 Hours,6
7/1/20,Solano,Pediatrics - Primary,Patient Care - 10-19 Hours,3
7/1/20,Solano,Pediatrics - Primary,Patient Care - 20-29 Hours,16
7/1/20,Solano,Pediatrics - Primary,Patient Care - 30-39 Hours,27
7/1/20,Solano,Pediatrics - Primary,Patient Care - 40+ Hours,16
7/1/20,Solano,Pediatrics - Primary,Patient Care - None,3
7/1/20,Solano,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,3
7/1/20,Solano,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,6
7/1/20,Solano,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,5
7/1/20,Solano,Physical Medicine and Rehabilitation - Primary,Patient Care - None,1
7/1/20,Solano,Plastic Surgery - Primary,Patient Care - 40+ Hours,3
7/1/20,Solano,Psychiatry - Primary,No Response,1
7/1/20,Solano,Psychiatry - Primary,Patient Care - 1-9 Hours,2
7/1/20,Solano,Psychiatry - Primary,Patient Care - 10-19 Hours,3
7/1/20,Solano,Psychiatry - Primary,Patient Care - 20-29 Hours,9
7/1/20,Solano,Psychiatry - Primary,Patient Care - 30-39 Hours,14
7/1/20,Solano,Psychiatry - Primary,Patient Care - 40+ Hours,27
7/1/20,Solano,Psychiatry - Primary,Patient Care - None,6
7/1/20,Solano,Pulmonary - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Pulmonary - Primary,Patient Care - 40+ Hours,2
7/1/20,Solano,Pulmonary - Primary,Patient Care - None,1
7/1/20,Solano,Radiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Solano,Radiology - Primary,Patient Care - 20-29 Hours,5
7/1/20,Solano,Radiology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Solano,Radiology - Primary,Patient Care - 40+ Hours,12
7/1/20,Solano,Radiology - Primary,Patient Care - None,4
7/1/20,Solano,Urology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Solano,Urology - Primary,Patient Care - 40+ Hours,5
7/1/20,Solano,Urology - Primary,Patient Care - None,2
7/1/20,Sonoma,All Other Specialties,No Response,1
7/1/20,Sonoma,All Other Specialties,Patient Care - 1-9 Hours,15
7/1/20,Sonoma,All Other Specialties,Patient Care - 10-19 Hours,14
7/1/20,Sonoma,All Other Specialties,Patient Care - 20-29 Hours,15
7/1/20,Sonoma,All Other Specialties,Patient Care - 30-39 Hours,37
7/1/20,Sonoma,All Other Specialties,Patient Care - 40+ Hours,53
7/1/20,Sonoma,All Other Specialties,Patient Care - None,36
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - 10-19 Hours,4
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - 30-39 Hours,4
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - 40+ Hours,44
7/1/20,Sonoma,Anesthesiology - Primary,Patient Care - None,8
7/1/20,Sonoma,Cardiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Cardiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Cardiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Sonoma,Cardiology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Sonoma,Cardiology - Primary,Patient Care - 40+ Hours,22
7/1/20,Sonoma,Cardiology - Primary,Patient Care - None,3
7/1/20,Sonoma,Dermatology - Primary,No Response,1
7/1/20,Sonoma,Dermatology - Primary,Patient Care - 10-19 Hours,3
7/1/20,Sonoma,Dermatology - Primary,Patient Care - 20-29 Hours,11
7/1/20,Sonoma,Dermatology - Primary,Patient Care - 30-39 Hours,14
7/1/20,Sonoma,Dermatology - Primary,Patient Care - 40+ Hours,5
7/1/20,Sonoma,Dermatology - Primary,Patient Care - None,2
7/1/20,Sonoma,Emergency Medicine - Primary,No Response,1
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - 1-9 Hours,2
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - 10-19 Hours,4
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - 20-29 Hours,12
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - 30-39 Hours,28
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - 40+ Hours,23
7/1/20,Sonoma,Emergency Medicine - Primary,Patient Care - None,13
7/1/20,Sonoma,Endocrinology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Sonoma,Endocrinology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sonoma,Endocrinology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sonoma,Endocrinology - Primary,Patient Care - 40+ Hours,4
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - 1-9 Hours,18
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - 10-19 Hours,25
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - 20-29 Hours,55
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - 30-39 Hours,87
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - 40+ Hours,66
7/1/20,Sonoma,Family Medicine - Primary,Patient Care - None,32
7/1/20,Sonoma,Gastroenterology - Primary,No Response,1
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - 40+ Hours,8
7/1/20,Sonoma,Gastroenterology - Primary,Patient Care - None,2
7/1/20,Sonoma,General Practice - Primary,Patient Care - 1-9 Hours,3
7/1/20,Sonoma,General Practice - Primary,Patient Care - 10-19 Hours,6
7/1/20,Sonoma,General Practice - Primary,Patient Care - 20-29 Hours,4
7/1/20,Sonoma,General Practice - Primary,Patient Care - 30-39 Hours,4
7/1/20,Sonoma,General Practice - Primary,Patient Care - 40+ Hours,2
7/1/20,Sonoma,General Practice - Primary,Patient Care - None,6
7/1/20,Sonoma,General Surgery - Primary,Patient Care - 1-9 Hours,3
7/1/20,Sonoma,General Surgery - Primary,Patient Care - 10-19 Hours,2
7/1/20,Sonoma,General Surgery - Primary,Patient Care - 30-39 Hours,4
7/1/20,Sonoma,General Surgery - Primary,Patient Care - 40+ Hours,20
7/1/20,Sonoma,General Surgery - Primary,Patient Care - None,2
7/1/20,Sonoma,Infectious Disease - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Infectious Disease - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sonoma,Infectious Disease - Primary,Patient Care - 40+ Hours,6
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - 1-9 Hours,10
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - 10-19 Hours,4
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - 20-29 Hours,11
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - 30-39 Hours,30
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - 40+ Hours,65
7/1/20,Sonoma,Internal Medicine - Primary,Patient Care - None,18
7/1/20,Sonoma,Nephrology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Nephrology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Nephrology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Sonoma,Nephrology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Sonoma,Nephrology - Primary,Patient Care - 40+ Hours,7
7/1/20,Sonoma,Neurology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Sonoma,Neurology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Sonoma,Neurology - Primary,Patient Care - 40+ Hours,7
7/1/20,Sonoma,Neurology - Primary,Patient Care - None,3
7/1/20,Sonoma,No Response,No Response,73
7/1/20,Sonoma,No Response,Patient Care - 1-9 Hours,26
7/1/20,Sonoma,No Response,Patient Care - 10-19 Hours,9
7/1/20,Sonoma,No Response,Patient Care - 20-29 Hours,39
7/1/20,Sonoma,No Response,Patient Care - 30-39 Hours,60
7/1/20,Sonoma,No Response,Patient Care - 40+ Hours,117
7/1/20,Sonoma,No Response,Patient Care - None,44
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,No Response,1
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,8
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,10
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,26
7/1/20,Sonoma,Obstetrics and Gynecology - Primary,Patient Care - None,8
7/1/20,Sonoma,Oncology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Sonoma,Oncology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Oncology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Sonoma,Oncology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sonoma,Oncology - Primary,Patient Care - 40+ Hours,6
7/1/20,Sonoma,Oncology - Primary,Patient Care - None,3
7/1/20,Sonoma,Ophthalmology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Ophthalmology - Primary,Patient Care - 20-29 Hours,5
7/1/20,Sonoma,Ophthalmology - Primary,Patient Care - 30-39 Hours,11
7/1/20,Sonoma,Ophthalmology - Primary,Patient Care - 40+ Hours,16
7/1/20,Sonoma,Ophthalmology - Primary,Patient Care - None,8
7/1/20,Sonoma,Orthopedic Surgery - Primary,No Response,1
7/1/20,Sonoma,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,3
7/1/20,Sonoma,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,2
7/1/20,Sonoma,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,26
7/1/20,Sonoma,Orthopedic Surgery - Primary,Patient Care - None,5
7/1/20,Sonoma,Otolaryngology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Sonoma,Otolaryngology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Sonoma,Otolaryngology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Sonoma,Otolaryngology - Primary,Patient Care - 40+ Hours,4
7/1/20,Sonoma,Otolaryngology - Primary,Patient Care - None,2
7/1/20,Sonoma,Pathology - Primary,No Response,1
7/1/20,Sonoma,Pathology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Sonoma,Pathology - Primary,Patient Care - 30-39 Hours,6
7/1/20,Sonoma,Pathology - Primary,Patient Care - 40+ Hours,5
7/1/20,Sonoma,Pathology - Primary,Patient Care - None,7
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - 1-9 Hours,8
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - 10-19 Hours,9
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - 20-29 Hours,13
7/1/20,Sonoma,Pediatrics - Primary,Patient Care - 30-39 Hours,28
